RECORDING_SESSION_LABEL	order_bq3ans	trial	itemid	ACC_B_Q1	ACC_B_Q2	ACC_B_Q3	ACC_T_Q1	ACC_T_Q2	ACC_T_Q3	RESPONSE_B_Q1	RESPONSE_B_Q2	RESPONSE_B_Q3	RESPONSE_T_Q1	RESPONSE_T_Q2	RESPONSE_T_Q3	TOTAL_CORRECT	order_bq1ans	order_bq2ans	order_tq1ans	order_tq2ans	order_tq3ans	topic	version
78	[2, 3, 1, 4]	3	b2	1	0	1	1	1	1	3	1	3	2	3	4	9	[2, 4, 1, 3]	[2, 3, 4, 1]	[2, 1, 4, 3]	[4, 2, 1, 3]	[4, 3, 2, 1]	bio	78
78	[2, 4, 3, 1]	4	b1	0	1	0	1	1	1	1	3	1	3	1	2	13	[3, 4, 1, 2]	[4, 3, 1, 2]	[4, 3, 1, 2]	[1, 2, 3, 4]	[3, 1, 4, 2]	bio	78
78	[2, 4, 1, 3]	5	b4	1	1	1	1	1	1	2	4	3	3	3	1	19	[4, 1, 3, 2]	[2, 3, 4, 1]	[2, 4, 1, 3]	[2, 4, 1, 3]	[1, 4, 3, 2]	bio	78
78	[3, 1, 4, 2]	6	p0	0	0	0	0	1	0	4	3	3	2	3	2	20	[2, 4, 1, 3]	[1, 2, 4, 3]	[1, 4, 2, 3]	[4, 2, 1, 3]	[4, 3, 1, 2]	physik	78
78	[3, 2, 4, 1]	7	p2	0	0	0	1	0	1	4	1	1	3	3	1	22	[1, 4, 3, 2]	[2, 3, 1, 4]	[4, 3, 1, 2]	[3, 1, 2, 4]	[1, 4, 3, 2]	physik	78
78	[2, 3, 1, 4]	8	p5	0	0	1	1	1	1	2	2	3	1	4	1	26	[3, 2, 4, 1]	[3, 2, 4, 1]	[1, 3, 2, 4]	[4, 2, 3, 1]	[1, 2, 3, 4]	physik	78
78	[2, 3, 4, 1]	9	b3	1	1	1	1	1	1	2	1	4	4	1	2	32	[2, 1, 3, 4]	[1, 3, 2, 4]	[4, 3, 2, 1]	[1, 3, 2, 4]	[3, 1, 2, 4]	bio	78
78	[1, 2, 3, 4]	10	p3	1	1	1	1	0	1	1	1	1	3	2	2	37	[1, 2, 4, 3]	[1, 4, 2, 3]	[2, 3, 1, 4]	[4, 3, 2, 1]	[4, 1, 3, 2]	physik	78
78	[4, 2, 1, 3]	11	b5	1	1	0	1	1	1	1	4	2	4	3	4	42	[1, 3, 2, 4]	[4, 2, 3, 1]	[2, 4, 3, 1]	[2, 3, 1, 4]	[3, 2, 4, 1]	bio	78
78	[1, 2, 4, 3]	12	b0	1	1	1	0	1	1	1	1	1	3	3	3	47	[1, 2, 3, 4]	[1, 3, 2, 4]	[3, 1, 2, 4]	[2, 4, 1, 3]	[4, 3, 1, 2]	bio	78
79	[4, 1, 2, 3]	1	b5	1	1	1	1	1	1	3	3	2	2	1	1	6	[4, 3, 1, 2]	[2, 4, 1, 3]	[3, 1, 4, 2]	[1, 4, 3, 2]	[1, 4, 3, 2]	bio	79
79	[1, 2, 4, 3]	2	b2	1	1	1	1	1	1	1	1	1	2	1	1	12	[1, 3, 2, 4]	[1, 2, 3, 4]	[2, 1, 4, 3]	[1, 2, 3, 4]	[1, 3, 4, 2]	bio	79
79	[1, 3, 2, 4]	3	p5	1	0	1	0	1	1	3	2	1	2	1	2	16	[2, 4, 1, 3]	[3, 4, 2, 1]	[1, 4, 3, 2]	[1, 2, 4, 3]	[2, 1, 4, 3]	physik	79
79	[3, 4, 2, 1]	4	b1	1	0	0	1	1	0	4	4	1	4	3	3	19	[3, 2, 4, 1]	[4, 2, 1, 3]	[3, 4, 2, 1]	[2, 4, 1, 3]	[4, 1, 2, 3]	bio	79
79	[3, 4, 1, 2]	5	p1	0	1	0	0	1	0	2	1	2	1	3	2	21	[4, 3, 2, 1]	[1, 4, 2, 3]	[4, 2, 1, 3]	[2, 4, 1, 3]	[1, 4, 2, 3]	physik	79
79	[3, 1, 4, 2]	6	p4	1	0	0	1	0	1	4	4	3	3	2	2	24	[2, 3, 4, 1]	[4, 1, 2, 3]	[4, 2, 1, 3]	[4, 3, 2, 1]	[3, 1, 2, 4]	physik	79
79	[2, 3, 4, 1]	7	p3	1	0	0	0	1	1	4	3	3	4	3	3	27	[3, 2, 4, 1]	[1, 3, 2, 4]	[3, 1, 2, 4]	[4, 3, 1, 2]	[3, 2, 1, 4]	physik	79
79	[2, 3, 1, 4]	8	b3	1	0	1	1	1	1	2	3	3	1	1	1	32	[2, 1, 4, 3]	[2, 1, 3, 4]	[1, 3, 2, 4]	[1, 3, 4, 2]	[1, 3, 2, 4]	bio	79
79	[1, 4, 2, 3]	9	b0	1	0	1	1	1	1	1	2	1	1	3	4	37	[1, 4, 2, 3]	[3, 4, 2, 1]	[1, 2, 3, 4]	[4, 3, 1, 2]	[3, 4, 2, 1]	bio	79
79	[4, 3, 1, 2]	10	p0	0	1	0	0	0	0	3	1	4	4	2	1	38	[4, 3, 2, 1]	[1, 4, 2, 3]	[2, 1, 3, 4]	[1, 3, 2, 4]	[3, 1, 2, 4]	physik	79
79	[4, 3, 1, 2]	11	p2	0	0	0	1	1	0	1	4	2	2	1	2	40	[4, 3, 1, 2]	[4, 3, 1, 2]	[3, 1, 4, 2]	[1, 2, 3, 4]	[3, 2, 4, 1]	physik	79
79	[2, 4, 3, 1]	12	b4	1	1	0	1	1	1	1	1	1	1	3	4	45	[1, 4, 2, 3]	[1, 2, 3, 4]	[1, 2, 3, 4]	[4, 3, 1, 2]	[4, 2, 3, 1]	bio	79
8	[1, 3, 4, 2]	1	b2	0	0	1	1	1	1	3	3	1	4	3	4	4	[3, 1, 2, 4]	[4, 1, 2, 3]	[4, 3, 2, 1]	[4, 2, 1, 3]	[3, 4, 2, 1]	bio	8
8	[3, 1, 2, 4]	2	p0	1	0	1	1	1	0	4	4	2	3	2	4	8	[2, 3, 4, 1]	[2, 1, 3, 4]	[4, 3, 1, 2]	[3, 1, 2, 4]	[2, 4, 1, 3]	physik	8
8	[3, 1, 2, 4]	3	b5	1	0	1	1	1	0	1	2	2	3	1	3	12	[1, 4, 2, 3]	[1, 2, 3, 4]	[3, 2, 1, 4]	[1, 3, 2, 4]	[4, 1, 3, 2]	bio	8
8	[1, 3, 2, 4]	4	b0	0	0	0	0	1	0	1	4	3	1	4	3	13	[3, 1, 4, 2]	[4, 1, 3, 2]	[2, 4, 3, 1]	[3, 4, 2, 1]	[4, 3, 2, 1]	bio	8
8	[4, 2, 1, 3]	5	b4	1	0	1	1	0	1	3	4	3	3	4	3	17	[2, 4, 1, 3]	[1, 4, 2, 3]	[4, 3, 1, 2]	[2, 1, 4, 3]	[2, 3, 1, 4]	bio	8
8	[1, 3, 4, 2]	6	p4	1	0	0	1	1	1	2	1	4	3	2	4	21	[4, 1, 2, 3]	[2, 3, 4, 1]	[4, 3, 1, 2]	[2, 1, 3, 4]	[2, 4, 3, 1]	physik	8
8	[4, 1, 2, 3]	7	p2	0	1	0	0	1	1	4	2	3	4	4	1	24	[2, 4, 1, 3]	[3, 1, 4, 2]	[4, 3, 1, 2]	[4, 2, 3, 1]	[1, 2, 4, 3]	physik	8
8	[3, 4, 2, 1]	8	p5	0	0	0	0	0	1	4	3	3	2	2	2	25	[4, 1, 3, 2]	[2, 3, 4, 1]	[1, 2, 4, 3]	[2, 3, 4, 1]	[3, 1, 4, 2]	physik	8
8	[3, 2, 1, 4]	9	p1	0	0	0	0	1	0	4	1	4	4	4	3	26	[3, 1, 4, 2]	[3, 2, 4, 1]	[4, 1, 3, 2]	[4, 3, 2, 1]	[1, 4, 2, 3]	physik	8
8	[4, 2, 3, 1]	10	b3	1	0	1	1	1	0	3	3	4	2	2	2	30	[4, 2, 1, 3]	[1, 2, 4, 3]	[2, 1, 4, 3]	[4, 1, 3, 2]	[1, 3, 2, 4]	bio	8
8	[3, 1, 4, 2]	11	b1	0	0	1	1	0	1	2	2	2	2	2	4	33	[4, 3, 1, 2]	[1, 2, 4, 3]	[2, 1, 3, 4]	[1, 2, 3, 4]	[3, 2, 4, 1]	bio	8
8	[4, 2, 3, 1]	12	p3	0	1	1	1	0	1	4	3	4	2	1	2	37	[1, 4, 3, 2]	[3, 4, 1, 2]	[2, 1, 3, 4]	[2, 3, 4, 1]	[3, 1, 4, 2]	physik	8
80	[2, 4, 1, 3]	1	p4	0	0	0	0	1	1	3	1	1	2	2	2	2	[1, 4, 3, 2]	[4, 3, 2, 1]	[4, 2, 1, 3]	[3, 1, 4, 2]	[4, 1, 2, 3]	physik	80
80	[1, 3, 4, 2]	2	b5	1	1	1	1	1	1	2	4	1	1	4	2	8	[4, 1, 3, 2]	[2, 3, 4, 1]	[1, 3, 2, 4]	[3, 4, 2, 1]	[4, 1, 2, 3]	bio	80
80	[3, 1, 4, 2]	3	b2	0	1	1	1	1	1	3	3	2	1	3	4	13	[2, 1, 3, 4]	[4, 2, 1, 3]	[1, 4, 3, 2]	[3, 2, 1, 4]	[4, 2, 3, 1]	bio	80
80	[2, 3, 4, 1]	4	p1	0	0	0	0	0	0	3	4	2	1	4	1	13	[2, 3, 4, 1]	[1, 3, 4, 2]	[3, 2, 1, 4]	[1, 3, 4, 2]	[3, 4, 1, 2]	physik	80
80	[4, 2, 3, 1]	5	b3	1	1	0	1	1	1	4	2	3	1	4	4	18	[4, 3, 2, 1]	[4, 1, 2, 3]	[1, 3, 2, 4]	[4, 2, 3, 1]	[3, 4, 2, 1]	bio	80
80	[1, 3, 4, 2]	6	b4	1	0	0	0	1	1	1	2	3	4	4	1	21	[1, 3, 4, 2]	[1, 4, 3, 2]	[3, 4, 1, 2]	[3, 2, 4, 1]	[1, 4, 3, 2]	bio	80
80	[3, 2, 4, 1]	7	p3	0	0	1	0	1	1	3	3	4	2	4	4	24	[3, 4, 2, 1]	[3, 1, 4, 2]	[1, 4, 3, 2]	[2, 4, 3, 1]	[3, 2, 4, 1]	physik	80
80	[4, 1, 3, 2]	8	b0	1	1	1	1	1	1	1	1	2	2	3	1	30	[1, 4, 2, 3]	[1, 3, 4, 2]	[3, 1, 4, 2]	[2, 4, 1, 3]	[1, 4, 2, 3]	bio	80
80	[1, 4, 2, 3]	9	b1	0	1	0	1	1	0	1	3	3	3	3	4	33	[3, 4, 1, 2]	[2, 3, 1, 4]	[3, 4, 1, 2]	[2, 3, 1, 4]	[4, 1, 2, 3]	bio	80
80	[3, 2, 4, 1]	10	p0	0	1	0	0	1	0	3	2	2	1	1	4	35	[3, 4, 2, 1]	[4, 1, 3, 2]	[2, 3, 1, 4]	[1, 4, 3, 2]	[3, 4, 1, 2]	physik	80
80	[1, 4, 2, 3]	11	p2	0	0	0	1	1	1	4	4	3	1	1	2	38	[3, 4, 1, 2]	[1, 4, 2, 3]	[1, 2, 4, 3]	[1, 4, 3, 2]	[3, 1, 4, 2]	physik	80
80	[3, 4, 1, 2]	12	p5	1	0	0	0	0	1	1	4	1	4	2	3	40	[1, 3, 4, 2]	[3, 1, 4, 2]	[1, 4, 3, 2]	[4, 3, 1, 2]	[4, 2, 1, 3]	physik	80
81	[4, 1, 2, 3]	1	b1	0	0	1	1	1	1	4	1	2	3	3	2	4	[1, 2, 4, 3]	[3, 1, 4, 2]	[4, 3, 1, 2]	[4, 3, 1, 2]	[4, 1, 3, 2]	bio	81
81	[1, 3, 2, 4]	2	p1	1	0	0	0	1	0	3	4	3	1	1	2	6	[2, 4, 1, 3]	[4, 1, 3, 2]	[2, 4, 1, 3]	[1, 2, 4, 3]	[1, 3, 4, 2]	physik	81
81	[2, 1, 4, 3]	3	b3	0	1	1	1	1	0	1	1	2	4	3	4	10	[2, 3, 4, 1]	[1, 2, 3, 4]	[2, 3, 4, 1]	[2, 4, 1, 3]	[1, 3, 4, 2]	bio	81
81	[4, 3, 1, 2]	4	p5	0	1	1	0	1	1	3	1	3	2	3	2	14	[3, 4, 2, 1]	[1, 3, 4, 2]	[1, 2, 4, 3]	[2, 4, 1, 3]	[4, 1, 2, 3]	physik	81
81	[2, 1, 3, 4]	5	b4	1	1	1	0	1	1	2	2	2	2	3	3	19	[4, 1, 3, 2]	[4, 1, 2, 3]	[2, 4, 1, 3]	[4, 3, 1, 2]	[2, 3, 1, 4]	bio	81
81	[2, 4, 1, 3]	6	b5	0	1	1	0	0	1	2	2	3	4	1	1	22	[4, 3, 2, 1]	[3, 1, 2, 4]	[1, 3, 2, 4]	[4, 3, 1, 2]	[1, 4, 3, 2]	bio	81
81	[3, 1, 4, 2]	7	b0	1	1	0	0	1	0	4	3	1	1	1	1	25	[2, 3, 4, 1]	[3, 4, 1, 2]	[2, 1, 3, 4]	[1, 3, 4, 2]	[2, 1, 3, 4]	bio	81
81	[4, 1, 3, 2]	8	b2	1	1	1	1	0	1	1	2	2	2	1	3	30	[1, 3, 4, 2]	[2, 1, 3, 4]	[4, 1, 3, 2]	[2, 4, 1, 3]	[3, 2, 1, 4]	bio	81
81	[4, 3, 2, 1]	9	p2	1	0	0	1	1	1	4	1	3	4	4	2	34	[2, 3, 4, 1]	[2, 3, 4, 1]	[2, 4, 3, 1]	[3, 2, 4, 1]	[3, 1, 2, 4]	physik	81
81	[2, 4, 1, 3]	10	p4	0	0	0	1	1	0	2	4	2	1	3	2	36	[1, 4, 2, 3]	[2, 3, 1, 4]	[1, 2, 3, 4]	[2, 4, 1, 3]	[2, 3, 4, 1]	physik	81
81	[4, 3, 2, 1]	11	p0	0	0	0	1	0	1	4	3	3	4	1	4	38	[4, 1, 3, 2]	[3, 4, 2, 1]	[3, 4, 2, 1]	[3, 2, 1, 4]	[3, 4, 2, 1]	physik	81
81	[2, 4, 3, 1]	12	p3	0	0	0	1	1	1	1	4	3	1	2	2	41	[2, 3, 4, 1]	[4, 1, 2, 3]	[1, 4, 3, 2]	[4, 1, 3, 2]	[4, 1, 3, 2]	physik	81
82	[3, 1, 4, 2]	1	p1	0	1	0	0	0	0	4	1	3	2	4	4	1	[3, 1, 4, 2]	[1, 2, 4, 3]	[2, 3, 1, 4]	[1, 2, 4, 3]	[1, 4, 2, 3]	physik	82
82	[4, 3, 2, 1]	2	p0	0	0	0	0	1	0	2	1	3	2	1	4	2	[1, 2, 3, 4]	[2, 3, 1, 4]	[2, 4, 3, 1]	[1, 3, 2, 4]	[2, 3, 1, 4]	physik	82
82	[2, 1, 3, 4]	3	p3	0	0	1	1	0	1	2	4	2	3	4	3	5	[2, 4, 1, 3]	[2, 4, 1, 3]	[3, 2, 1, 4]	[1, 3, 2, 4]	[3, 4, 1, 2]	physik	82
82	[4, 1, 2, 3]	4	p2	1	0	1	1	0	0	2	2	2	4	4	3	8	[3, 1, 2, 4]	[4, 2, 1, 3]	[4, 2, 3, 1]	[2, 1, 3, 4]	[2, 1, 3, 4]	physik	82
82	[4, 3, 1, 2]	5	b2	1	0	1	1	1	1	4	1	3	4	3	1	13	[3, 2, 4, 1]	[2, 3, 1, 4]	[4, 2, 3, 1]	[3, 4, 1, 2]	[1, 2, 3, 4]	bio	82
82	[3, 4, 1, 2]	6	p5	0	0	0	0	0	1	1	3	1	1	3	1	14	[2, 1, 3, 4]	[2, 1, 4, 3]	[2, 4, 3, 1]	[4, 1, 2, 3]	[1, 4, 2, 3]	physik	82
82	[2, 4, 1, 3]	7	p4	0	0	0	1	0	0	1	1	1	2	3	3	15	[3, 4, 1, 2]	[2, 1, 3, 4]	[2, 1, 3, 4]	[1, 3, 2, 4]	[1, 2, 3, 4]	physik	82
82	[1, 4, 2, 3]	8	b4	1	1	1	0	1	1	4	4	1	2	2	3	20	[2, 3, 4, 1]	[2, 4, 3, 1]	[4, 2, 3, 1]	[3, 1, 4, 2]	[2, 3, 1, 4]	bio	82
82	[3, 2, 1, 4]	9	b5	1	0	0	1	1	1	1	3	1	1	2	2	24	[1, 2, 4, 3]	[2, 3, 4, 1]	[1, 4, 3, 2]	[4, 1, 2, 3]	[4, 1, 2, 3]	bio	82
82	[2, 1, 4, 3]	10	b0	1	1	0	0	1	1	3	2	3	3	4	2	28	[2, 3, 1, 4]	[4, 1, 2, 3]	[2, 1, 3, 4]	[2, 4, 3, 1]	[2, 1, 3, 4]	bio	82
82	[2, 3, 4, 1]	11	b3	1	1	1	1	1	1	2	2	4	4	4	2	34	[4, 1, 2, 3]	[3, 1, 2, 4]	[4, 2, 3, 1]	[2, 3, 4, 1]	[3, 1, 2, 4]	bio	82
82	[3, 1, 2, 4]	12	b1	0	0	0	1	1	1	3	2	3	4	4	3	37	[4, 1, 3, 2]	[2, 4, 3, 1]	[3, 2, 4, 1]	[3, 2, 4, 1]	[2, 3, 1, 4]	bio	82
83	[1, 2, 4, 3]	1	p2	0	0	1	1	0	0	2	2	1	3	4	1	2	[2, 4, 3, 1]	[1, 2, 4, 3]	[3, 2, 1, 4]	[1, 2, 4, 3]	[2, 3, 4, 1]	physik	83
83	[1, 2, 4, 3]	2	b2	0	1	1	1	1	1	3	3	1	4	1	4	7	[3, 4, 2, 1]	[2, 3, 1, 4]	[4, 2, 3, 1]	[1, 4, 3, 2]	[4, 2, 3, 1]	bio	83
83	[3, 1, 4, 2]	3	p4	0	1	0	1	1	0	2	3	4	3	1	2	10	[4, 3, 2, 1]	[2, 4, 1, 3]	[3, 2, 1, 4]	[1, 4, 2, 3]	[4, 3, 2, 1]	physik	83
83	[3, 1, 4, 2]	4	b0	1	0	1	0	1	0	4	2	2	3	3	4	13	[3, 2, 4, 1]	[3, 2, 1, 4]	[4, 3, 2, 1]	[3, 2, 1, 4]	[4, 3, 1, 2]	bio	83
83	[1, 4, 2, 3]	5	b1	0	0	0	1	1	0	3	4	4	3	1	4	15	[2, 1, 3, 4]	[1, 3, 2, 4]	[2, 3, 1, 4]	[1, 3, 4, 2]	[4, 1, 2, 3]	bio	83
83	[2, 1, 3, 4]	6	b3	1	0	0	1	1	1	1	1	1	2	2	3	19	[1, 4, 2, 3]	[2, 4, 1, 3]	[2, 1, 3, 4]	[2, 1, 3, 4]	[4, 2, 1, 3]	bio	83
83	[4, 2, 1, 3]	7	b5	0	1	1	1	1	1	1	3	3	1	2	1	24	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 3, 2, 4]	[4, 1, 3, 2]	[1, 3, 4, 2]	bio	83
83	[4, 3, 1, 2]	8	p1	0	0	0	0	0	0	3	2	1	1	1	2	24	[4, 2, 3, 1]	[1, 3, 4, 2]	[4, 3, 2, 1]	[2, 4, 3, 1]	[3, 2, 4, 1]	physik	83
83	[2, 3, 1, 4]	9	p3	1	0	0	0	0	1	2	3	2	1	3	2	26	[4, 1, 3, 2]	[1, 2, 3, 4]	[4, 2, 1, 3]	[4, 1, 3, 2]	[4, 1, 3, 2]	physik	83
83	[1, 2, 3, 4]	10	p5	0	0	0	1	0	1	1	1	3	4	4	2	28	[2, 4, 1, 3]	[4, 3, 1, 2]	[3, 4, 2, 1]	[2, 4, 1, 3]	[2, 1, 3, 4]	physik	83
83	[3, 2, 1, 4]	11	p0	0	1	1	1	0	1	3	3	3	4	2	3	32	[1, 4, 3, 2]	[2, 3, 1, 4]	[3, 2, 4, 1]	[2, 3, 4, 1]	[3, 2, 1, 4]	physik	83
83	[4, 1, 2, 3]	12	b4	1	1	1	1	1	1	3	4	2	2	3	1	38	[2, 4, 1, 3]	[2, 3, 4, 1]	[4, 1, 2, 3]	[2, 3, 1, 4]	[1, 4, 3, 2]	bio	83
84	[1, 2, 4, 3]	1	p0	0	0	0	0	0	0	1	3	2	4	1	3	0	[4, 2, 1, 3]	[4, 2, 3, 1]	[4, 2, 1, 3]	[2, 4, 1, 3]	[4, 1, 3, 2]	physik	84
84	[1, 4, 2, 3]	2	b1	1	0	0	1	0	0	1	1	3	3	1	4	2	[1, 2, 4, 3]	[3, 4, 1, 2]	[4, 3, 1, 2]	[2, 4, 1, 3]	[2, 4, 1, 3]	bio	84
84	[4, 2, 3, 1]	3	p5	0	0	1	0	0	0	1	4	4	3	2	2	3	[2, 3, 4, 1]	[1, 2, 3, 4]	[3, 2, 4, 1]	[1, 2, 4, 3]	[3, 4, 1, 2]	physik	84
84	[1, 4, 2, 3]	4	p3	0	0	1	1	0	1	1	2	1	2	3	1	6	[2, 4, 3, 1]	[4, 3, 2, 1]	[2, 1, 3, 4]	[1, 4, 2, 3]	[1, 2, 3, 4]	physik	84
84	[2, 3, 4, 1]	5	p4	0	0	0	0	0	0	3	1	1	3	4	2	6	[2, 4, 3, 1]	[4, 3, 2, 1]	[4, 3, 2, 1]	[4, 3, 1, 2]	[2, 3, 1, 4]	physik	84
84	[1, 2, 3, 4]	6	p1	1	0	0	0	1	1	3	4	2	2	3	2	9	[3, 4, 1, 2]	[2, 1, 4, 3]	[4, 3, 1, 2]	[4, 2, 1, 3]	[3, 1, 2, 4]	physik	84
84	[4, 3, 2, 1]	7	b3	1	0	0	0	1	1	1	4	2	2	1	4	12	[1, 2, 3, 4]	[3, 1, 2, 4]	[1, 2, 3, 4]	[1, 3, 4, 2]	[2, 4, 3, 1]	bio	84
84	[4, 1, 3, 2]	8	p2	1	0	1	1	0	0	1	2	2	3	1	1	15	[1, 3, 2, 4]	[4, 2, 1, 3]	[3, 4, 1, 2]	[2, 3, 1, 4]	[3, 4, 1, 2]	physik	84
84	[1, 2, 3, 4]	9	b4	1	1	1	0	1	1	3	2	1	1	3	4	20	[3, 4, 1, 2]	[2, 1, 3, 4]	[2, 1, 3, 4]	[2, 4, 1, 3]	[4, 3, 2, 1]	bio	84
84	[3, 1, 2, 4]	10	b2	0	1	1	1	1	1	1	1	2	4	1	1	25	[3, 2, 4, 1]	[1, 3, 2, 4]	[2, 3, 4, 1]	[1, 3, 4, 2]	[1, 2, 4, 3]	bio	84
84	[4, 3, 2, 1]	11	b5	0	1	0	1	0	1	3	2	1	3	3	2	28	[1, 3, 4, 2]	[3, 1, 4, 2]	[4, 3, 1, 2]	[4, 1, 2, 3]	[4, 1, 2, 3]	bio	84
84	[3, 4, 2, 1]	12	b0	1	0	0	0	1	1	3	2	1	4	3	1	31	[3, 4, 1, 2]	[4, 3, 1, 2]	[1, 4, 3, 2]	[3, 4, 1, 2]	[1, 4, 3, 2]	bio	84
85	[1, 2, 3, 4]	1	b5	0	1	1	1	1	1	2	3	1	1	1	1	5	[2, 4, 3, 1]	[4, 3, 1, 2]	[1, 2, 3, 4]	[1, 4, 2, 3]	[1, 3, 2, 4]	bio	85
85	[2, 1, 4, 3]	2	p4	0	0	0	1	0	1	2	2	1	1	1	1	7	[1, 3, 2, 4]	[4, 3, 1, 2]	[1, 4, 3, 2]	[3, 1, 4, 2]	[1, 4, 2, 3]	physik	85
85	[3, 4, 2, 1]	3	p5	0	0	0	1	0	0	3	3	3	1	1	2	8	[3, 1, 2, 4]	[1, 2, 3, 4]	[1, 4, 3, 2]	[3, 1, 4, 2]	[4, 2, 3, 1]	physik	85
85	[4, 1, 3, 2]	4	b1	0	1	1	1	1	0	2	1	2	3	4	2	12	[4, 2, 1, 3]	[1, 4, 2, 3]	[2, 3, 1, 4]	[2, 4, 3, 1]	[2, 3, 1, 4]	bio	85
85	[1, 3, 2, 4]	5	b0	1	1	1	1	1	1	3	2	1	3	2	4	18	[2, 4, 1, 3]	[3, 1, 2, 4]	[3, 4, 1, 2]	[4, 1, 3, 2]	[3, 4, 2, 1]	bio	85
85	[4, 3, 2, 1]	6	b2	0	1	1	1	1	1	2	3	4	3	2	1	23	[4, 2, 1, 3]	[4, 2, 1, 3]	[4, 3, 1, 2]	[3, 1, 4, 2]	[1, 2, 4, 3]	bio	85
85	[3, 2, 4, 1]	7	b4	1	1	0	1	1	1	2	4	1	1	2	1	28	[2, 1, 4, 3]	[3, 2, 4, 1]	[1, 4, 3, 2]	[4, 1, 2, 3]	[1, 4, 3, 2]	bio	85
85	[4, 2, 3, 1]	8	p3	0	0	0	1	0	0	2	1	1	1	1	3	29	[1, 2, 3, 4]	[2, 3, 4, 1]	[1, 3, 2, 4]	[2, 3, 4, 1]	[1, 4, 3, 2]	physik	85
85	[1, 3, 2, 4]	9	p1	0	0	0	0	0	0	1	2	2	3	1	2	29	[2, 1, 3, 4]	[3, 2, 1, 4]	[1, 4, 2, 3]	[4, 2, 1, 3]	[1, 3, 2, 4]	physik	85
85	[2, 1, 3, 4]	10	p0	0	0	1	0	1	0	4	2	2	1	3	4	31	[1, 3, 4, 2]	[2, 4, 1, 3]	[4, 3, 1, 2]	[3, 4, 1, 2]	[2, 1, 4, 3]	physik	85
85	[1, 2, 4, 3]	11	p2	0	0	1	0	0	0	1	4	1	3	2	2	32	[2, 1, 3, 4]	[1, 3, 2, 4]	[3, 2, 4, 1]	[2, 3, 4, 1]	[1, 2, 3, 4]	physik	85
85	[2, 4, 3, 1]	12	b3	1	0	0	0	0	1	3	1	1	2	3	3	34	[3, 4, 1, 2]	[2, 4, 3, 1]	[3, 4, 1, 2]	[3, 2, 4, 1]	[2, 3, 1, 4]	bio	85
9	[1, 2, 4, 3]	1	p0	0	1	0	0	0	0	2	4	3	2	3	2	1	[2, 4, 1, 3]	[4, 3, 2, 1]	[4, 3, 1, 2]	[1, 3, 4, 2]	[4, 2, 1, 3]	physik	9
9	[2, 1, 4, 3]	2	b3	0	0	1	1	1	1	2	2	2	3	2	1	5	[3, 4, 2, 1]	[4, 2, 1, 3]	[2, 4, 1, 3]	[2, 1, 3, 4]	[1, 3, 4, 2]	bio	9
9	[4, 1, 3, 2]	3	p2	0	0	1	0	1	1	2	4	2	1	3	4	8	[3, 4, 1, 2]	[1, 2, 4, 3]	[2, 1, 4, 3]	[2, 4, 1, 3]	[2, 4, 3, 1]	physik	9
9	[3, 1, 4, 2]	4	p5	0	0	0	1	0	1	3	4	4	3	4	1	10	[4, 1, 2, 3]	[4, 3, 1, 2]	[4, 2, 1, 3]	[3, 1, 4, 2]	[1, 3, 4, 2]	physik	9
9	[1, 4, 3, 2]	5	b2	.	.	.	.	.	.	.	.	.	.	.	.	.	[2, 4, 1, 3]	[2, 4, 1, 3]	[3, 2, 1, 4]	[3, 2, 4, 1]	[4, 1, 3, 2]	bio	9
91	[3, 4, 2, 1]	1	b0	0	0	0	1	1	1	2	3	2	4	3	3	3	[4, 3, 2, 1]	[1, 2, 3, 4]	[2, 3, 4, 1]	[4, 2, 1, 3]	[2, 3, 1, 4]	bio	91
91	[2, 1, 4, 3]	2	b5	0	1	0	0	1	1	2	2	1	2	3	2	6	[3, 4, 1, 2]	[4, 1, 2, 3]	[1, 3, 4, 2]	[2, 3, 1, 4]	[4, 1, 2, 3]	bio	91
91	[2, 4, 1, 3]	3	b2	0	1	0	1	1	1	3	2	1	2	2	3	10	[4, 3, 2, 1]	[4, 1, 2, 3]	[3, 1, 2, 4]	[4, 1, 3, 2]	[2, 4, 1, 3]	bio	91
91	[1, 2, 3, 4]	4	b3	1	0	1	0	1	1	4	2	1	1	3	2	14	[4, 3, 2, 1]	[3, 2, 1, 4]	[3, 1, 2, 4]	[3, 2, 1, 4]	[2, 1, 4, 3]	bio	91
91	[1, 4, 2, 3]	5	p5	0	0	0	1	0	0	2	2	4	3	3	4	15	[3, 2, 4, 1]	[1, 4, 3, 2]	[2, 4, 1, 3]	[1, 4, 3, 2]	[3, 2, 1, 4]	physik	91
91	[3, 2, 4, 1]	6	p3	0	1	1	1	1	1	1	3	4	3	2	3	20	[2, 3, 4, 1]	[3, 2, 1, 4]	[3, 4, 1, 2]	[2, 1, 4, 3]	[4, 3, 1, 2]	physik	91
91	[3, 4, 1, 2]	7	p2	0	0	0	1	0	1	3	2	4	2	2	1	22	[1, 2, 3, 4]	[1, 2, 4, 3]	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 3, 2, 4]	physik	91
