version	text_id	text_domain	order_bq_1_ans	order_bq_2_ans	order_bq_3_ans	order_tq_1_ans	order_tq_2_ans	order_tq_3_ans	trial
52	b0	biology	[4, 3, 1, 2]	[4, 1, 2, 3]	[1, 4, 3, 2]	[1, 3, 2, 4]	[4, 1, 3, 2]	[3, 1, 4, 2]	8
52	p3	physics	[4, 3, 1, 2]	[2, 1, 3, 4]	[4, 1, 3, 2]	[4, 1, 3, 2]	[2, 1, 3, 4]	[3, 4, 2, 1]	9
52	p2	physics	[2, 4, 3, 1]	[3, 4, 1, 2]	[2, 1, 4, 3]	[2, 1, 3, 4]	[4, 1, 3, 2]	[4, 3, 1, 2]	10
52	b2	biology	[1, 4, 2, 3]	[4, 1, 2, 3]	[2, 3, 1, 4]	[2, 4, 3, 1]	[4, 2, 1, 3]	[1, 2, 3, 4]	11
52	p0	physics	[3, 2, 4, 1]	[4, 1, 2, 3]	[3, 1, 4, 2]	[4, 2, 3, 1]	[4, 2, 1, 3]	[3, 1, 4, 2]	12
53	b0	biology	[3, 4, 1, 2]	[3, 2, 1, 4]	[3, 1, 2, 4]	[2, 4, 3, 1]	[2, 1, 4, 3]	[1, 2, 4, 3]	1
53	b5	biology	[2, 4, 1, 3]	[1, 2, 4, 3]	[2, 1, 4, 3]	[4, 3, 1, 2]	[3, 4, 2, 1]	[4, 2, 3, 1]	2
53	p3	physics	[4, 3, 2, 1]	[3, 1, 4, 2]	[1, 2, 3, 4]	[4, 1, 2, 3]	[4, 2, 1, 3]	[3, 1, 4, 2]	3
53	b2	biology	[3, 1, 2, 4]	[1, 3, 4, 2]	[3, 1, 4, 2]	[2, 1, 4, 3]	[1, 2, 3, 4]	[3, 1, 4, 2]	4
53	b3	biology	[1, 3, 2, 4]	[4, 1, 3, 2]	[3, 1, 4, 2]	[2, 4, 3, 1]	[1, 4, 2, 3]	[4, 2, 1, 3]	5
53	b1	biology	[1, 4, 2, 3]	[2, 4, 3, 1]	[2, 3, 4, 1]	[4, 3, 1, 2]	[2, 1, 4, 3]	[2, 3, 4, 1]	6
53	b4	biology	[3, 2, 4, 1]	[4, 3, 2, 1]	[4, 1, 3, 2]	[4, 2, 3, 1]	[1, 2, 4, 3]	[4, 3, 2, 1]	7
53	p5	physics	[4, 1, 2, 3]	[4, 3, 1, 2]	[1, 4, 3, 2]	[1, 4, 2, 3]	[2, 1, 3, 4]	[4, 1, 2, 3]	8
53	p1	physics	[1, 2, 4, 3]	[1, 4, 2, 3]	[2, 1, 3, 4]	[1, 3, 4, 2]	[4, 3, 1, 2]	[3, 4, 1, 2]	9
53	p4	physics	[3, 2, 1, 4]	[4, 3, 2, 1]	[1, 3, 2, 4]	[3, 1, 2, 4]	[2, 3, 1, 4]	[1, 2, 4, 3]	10
53	p0	physics	[4, 1, 3, 2]	[2, 3, 4, 1]	[4, 3, 2, 1]	[1, 4, 2, 3]	[3, 4, 2, 1]	[4, 2, 1, 3]	11
53	p2	physics	[2, 1, 3, 4]	[3, 4, 2, 1]	[4, 1, 3, 2]	[4, 1, 2, 3]	[2, 3, 1, 4]	[4, 2, 3, 1]	12
54	p2	physics	[4, 1, 2, 3]	[1, 4, 3, 2]	[1, 2, 4, 3]	[1, 3, 2, 4]	[2, 3, 4, 1]	[1, 2, 3, 4]	1
54	b3	biology	[3, 2, 1, 4]	[1, 4, 3, 2]	[4, 2, 1, 3]	[3, 4, 1, 2]	[1, 4, 2, 3]	[2, 4, 3, 1]	2
54	p1	physics	[2, 4, 1, 3]	[1, 3, 4, 2]	[1, 2, 3, 4]	[2, 1, 4, 3]	[2, 3, 1, 4]	[4, 2, 1, 3]	3
54	p5	physics	[3, 1, 4, 2]	[2, 1, 4, 3]	[2, 3, 4, 1]	[2, 3, 4, 1]	[2, 3, 1, 4]	[4, 2, 3, 1]	4
54	b2	biology	[3, 4, 2, 1]	[4, 2, 1, 3]	[1, 4, 2, 3]	[2, 3, 1, 4]	[3, 2, 1, 4]	[3, 2, 4, 1]	5
54	p3	physics	[2, 4, 3, 1]	[3, 1, 2, 4]	[3, 2, 4, 1]	[3, 1, 2, 4]	[4, 2, 3, 1]	[3, 4, 2, 1]	6
54	b1	biology	[1, 3, 2, 4]	[4, 1, 3, 2]	[4, 3, 2, 1]	[2, 4, 3, 1]	[4, 1, 3, 2]	[1, 4, 2, 3]	7
54	b0	biology	[3, 4, 2, 1]	[3, 1, 2, 4]	[2, 4, 1, 3]	[1, 2, 3, 4]	[1, 2, 3, 4]	[3, 2, 4, 1]	8
54	b4	biology	[3, 2, 4, 1]	[2, 1, 4, 3]	[1, 3, 4, 2]	[1, 4, 2, 3]	[3, 1, 2, 4]	[3, 4, 1, 2]	9
54	p0	physics	[2, 3, 1, 4]	[3, 2, 4, 1]	[2, 3, 1, 4]	[3, 2, 4, 1]	[3, 4, 1, 2]	[1, 3, 2, 4]	10
54	b5	biology	[3, 4, 2, 1]	[2, 4, 3, 1]	[1, 3, 2, 4]	[1, 3, 4, 2]	[4, 3, 1, 2]	[1, 2, 4, 3]	11
54	p4	physics	[3, 4, 2, 1]	[4, 3, 1, 2]	[3, 1, 2, 4]	[2, 4, 1, 3]	[1, 2, 4, 3]	[3, 4, 2, 1]	12
55	p1	physics	[4, 2, 3, 1]	[3, 2, 1, 4]	[1, 4, 3, 2]	[1, 2, 3, 4]	[2, 4, 1, 3]	[4, 2, 1, 3]	1
55	p0	physics	[4, 1, 3, 2]	[1, 2, 3, 4]	[4, 1, 3, 2]	[4, 1, 2, 3]	[4, 1, 3, 2]	[3, 2, 1, 4]	2
55	b3	biology	[1, 4, 3, 2]	[1, 3, 4, 2]	[1, 3, 2, 4]	[3, 4, 2, 1]	[4, 1, 3, 2]	[4, 3, 2, 1]	3
55	b1	biology	[4, 3, 1, 2]	[2, 3, 1, 4]	[1, 4, 2, 3]	[1, 2, 4, 3]	[3, 1, 2, 4]	[2, 4, 1, 3]	4
55	b0	biology	[2, 1, 3, 4]	[1, 4, 2, 3]	[1, 4, 2, 3]	[2, 3, 1, 4]	[2, 3, 1, 4]	[3, 2, 1, 4]	5
55	p5	physics	[1, 4, 2, 3]	[2, 3, 1, 4]	[4, 2, 1, 3]	[3, 1, 4, 2]	[3, 4, 2, 1]	[3, 4, 2, 1]	6
55	p3	physics	[2, 4, 1, 3]	[4, 1, 3, 2]	[1, 2, 3, 4]	[4, 2, 1, 3]	[2, 1, 3, 4]	[4, 3, 2, 1]	7
55	b5	biology	[2, 1, 4, 3]	[4, 1, 3, 2]	[3, 4, 2, 1]	[2, 3, 4, 1]	[2, 1, 3, 4]	[2, 4, 3, 1]	8
55	p4	physics	[2, 4, 3, 1]	[3, 2, 4, 1]	[4, 1, 2, 3]	[3, 1, 4, 2]	[1, 3, 2, 4]	[4, 1, 3, 2]	9
55	b4	biology	[3, 2, 1, 4]	[4, 2, 1, 3]	[4, 2, 3, 1]	[1, 4, 3, 2]	[3, 1, 2, 4]	[3, 4, 1, 2]	10
55	p2	physics	[3, 4, 2, 1]	[3, 2, 1, 4]	[4, 2, 1, 3]	[4, 2, 1, 3]	[4, 1, 2, 3]	[3, 1, 2, 4]	11
55	b2	biology	[4, 2, 3, 1]	[3, 4, 2, 1]	[3, 2, 1, 4]	[2, 3, 1, 4]	[4, 3, 1, 2]	[2, 4, 1, 3]	12
56	b1	biology	[2, 3, 1, 4]	[2, 3, 1, 4]	[4, 3, 2, 1]	[4, 3, 1, 2]	[3, 2, 4, 1]	[1, 3, 2, 4]	1
56	b0	biology	[2, 1, 3, 4]	[4, 2, 3, 1]	[1, 3, 4, 2]	[1, 3, 2, 4]	[2, 3, 4, 1]	[2, 1, 4, 3]	2
56	p3	physics	[3, 4, 1, 2]	[3, 4, 2, 1]	[1, 4, 2, 3]	[1, 3, 2, 4]	[1, 4, 3, 2]	[2, 1, 4, 3]	3
56	b5	biology	[3, 4, 1, 2]	[2, 1, 4, 3]	[1, 2, 4, 3]	[1, 3, 2, 4]	[2, 4, 1, 3]	[3, 4, 2, 1]	4
56	p5	physics	[3, 4, 2, 1]	[1, 4, 2, 3]	[2, 3, 4, 1]	[1, 4, 2, 3]	[4, 1, 3, 2]	[1, 2, 4, 3]	5
56	p1	physics	[3, 1, 4, 2]	[1, 2, 3, 4]	[2, 4, 1, 3]	[1, 2, 4, 3]	[3, 4, 2, 1]	[4, 1, 2, 3]	6
56	p0	physics	[2, 3, 4, 1]	[4, 2, 1, 3]	[4, 3, 1, 2]	[1, 3, 4, 2]	[2, 4, 3, 1]	[1, 2, 4, 3]	7
56	p4	physics	[2, 3, 1, 4]	[4, 1, 3, 2]	[3, 2, 1, 4]	[2, 3, 1, 4]	[3, 4, 2, 1]	[1, 4, 3, 2]	8
56	b4	biology	[3, 2, 1, 4]	[3, 1, 4, 2]	[2, 4, 3, 1]	[1, 2, 3, 4]	[2, 4, 1, 3]	[3, 1, 4, 2]	9
56	b3	biology	[2, 3, 4, 1]	[4, 1, 2, 3]	[2, 1, 4, 3]	[3, 2, 4, 1]	[2, 4, 1, 3]	[3, 1, 4, 2]	10
56	b2	biology	[4, 3, 2, 1]	[3, 1, 4, 2]	[3, 1, 2, 4]	[1, 4, 3, 2]	[1, 4, 3, 2]	[2, 4, 1, 3]	11
56	p2	physics	[3, 1, 4, 2]	[2, 1, 4, 3]	[1, 3, 4, 2]	[1, 3, 2, 4]	[1, 2, 4, 3]	[1, 3, 4, 2]	12
57	p4	physics	[3, 1, 2, 4]	[4, 3, 1, 2]	[2, 1, 3, 4]	[3, 1, 4, 2]	[1, 4, 2, 3]	[3, 1, 4, 2]	1
57	b2	biology	[1, 3, 2, 4]	[3, 4, 1, 2]	[2, 1, 4, 3]	[2, 4, 3, 1]	[4, 3, 2, 1]	[1, 2, 4, 3]	2
57	b0	biology	[1, 2, 4, 3]	[3, 1, 4, 2]	[3, 2, 1, 4]	[4, 1, 3, 2]	[1, 2, 4, 3]	[4, 3, 1, 2]	3
57	b5	biology	[3, 1, 4, 2]	[4, 2, 1, 3]	[2, 1, 4, 3]	[2, 4, 3, 1]	[3, 1, 4, 2]	[2, 1, 4, 3]	4
57	p2	physics	[1, 3, 4, 2]	[2, 3, 4, 1]	[4, 2, 1, 3]	[4, 1, 2, 3]	[2, 3, 1, 4]	[3, 1, 4, 2]	5
57	b4	biology	[1, 2, 3, 4]	[4, 1, 2, 3]	[3, 4, 2, 1]	[1, 4, 2, 3]	[4, 1, 2, 3]	[2, 3, 4, 1]	6
57	p5	physics	[4, 2, 1, 3]	[2, 3, 4, 1]	[3, 2, 4, 1]	[1, 3, 4, 2]	[3, 1, 2, 4]	[2, 3, 4, 1]	7
57	p3	physics	[3, 1, 2, 4]	[1, 3, 2, 4]	[2, 1, 4, 3]	[1, 4, 2, 3]	[3, 4, 1, 2]	[2, 1, 3, 4]	8
57	b3	biology	[4, 3, 1, 2]	[3, 2, 1, 4]	[4, 3, 1, 2]	[3, 1, 2, 4]	[2, 1, 4, 3]	[4, 3, 2, 1]	9
57	p1	physics	[2, 4, 3, 1]	[2, 1, 4, 3]	[2, 4, 1, 3]	[3, 4, 1, 2]	[4, 1, 2, 3]	[3, 2, 1, 4]	10
57	p0	physics	[1, 2, 4, 3]	[1, 3, 2, 4]	[2, 1, 4, 3]	[4, 2, 1, 3]	[4, 3, 1, 2]	[3, 4, 2, 1]	11
57	b1	biology	[2, 1, 4, 3]	[4, 3, 2, 1]	[3, 4, 1, 2]	[1, 2, 4, 3]	[2, 1, 4, 3]	[2, 3, 4, 1]	12
58	b1	biology	[3, 2, 1, 4]	[3, 1, 2, 4]	[3, 2, 1, 4]	[4, 1, 3, 2]	[2, 1, 3, 4]	[3, 1, 4, 2]	1
58	b5	biology	[4, 1, 2, 3]	[2, 3, 4, 1]	[4, 3, 1, 2]	[3, 1, 4, 2]	[3, 2, 4, 1]	[4, 2, 1, 3]	2
58	p2	physics	[4, 3, 1, 2]	[2, 1, 4, 3]	[4, 3, 2, 1]	[1, 3, 4, 2]	[4, 2, 1, 3]	[2, 1, 3, 4]	3
58	p5	physics	[2, 3, 1, 4]	[4, 3, 1, 2]	[4, 2, 3, 1]	[3, 1, 2, 4]	[2, 3, 1, 4]	[4, 2, 3, 1]	4
58	b0	biology	[2, 1, 4, 3]	[3, 2, 1, 4]	[1, 2, 3, 4]	[1, 4, 2, 3]	[3, 1, 4, 2]	[4, 2, 1, 3]	5
58	p3	physics	[4, 1, 2, 3]	[4, 3, 1, 2]	[2, 1, 3, 4]	[2, 3, 4, 1]	[4, 3, 1, 2]	[1, 2, 3, 4]	6
58	p0	physics	[4, 2, 3, 1]	[2, 4, 3, 1]	[4, 3, 1, 2]	[1, 4, 2, 3]	[4, 2, 3, 1]	[3, 2, 4, 1]	7
58	b3	biology	[1, 4, 2, 3]	[4, 1, 3, 2]	[1, 3, 4, 2]	[2, 1, 4, 3]	[4, 1, 3, 2]	[1, 2, 3, 4]	8
58	p4	physics	[4, 1, 3, 2]	[2, 3, 4, 1]	[4, 3, 1, 2]	[2, 1, 3, 4]	[3, 1, 2, 4]	[1, 3, 4, 2]	9
58	b2	biology	[2, 1, 3, 4]	[1, 3, 4, 2]	[1, 3, 4, 2]	[1, 4, 3, 2]	[2, 1, 4, 3]	[2, 1, 3, 4]	10
58	b4	biology	[4, 2, 1, 3]	[3, 1, 2, 4]	[4, 2, 3, 1]	[2, 3, 4, 1]	[2, 1, 3, 4]	[1, 2, 4, 3]	11
58	p1	physics	[1, 2, 4, 3]	[1, 4, 2, 3]	[2, 4, 3, 1]	[2, 3, 4, 1]	[2, 1, 3, 4]	[3, 4, 1, 2]	12
59	b2	biology	[1, 2, 3, 4]	[2, 1, 4, 3]	[2, 1, 3, 4]	[1, 4, 2, 3]	[1, 2, 3, 4]	[3, 4, 1, 2]	1
59	b0	biology	[3, 4, 2, 1]	[1, 2, 4, 3]	[4, 2, 1, 3]	[1, 2, 3, 4]	[4, 3, 1, 2]	[3, 1, 2, 4]	2
59	p3	physics	[2, 1, 3, 4]	[1, 3, 4, 2]	[2, 4, 1, 3]	[4, 1, 2, 3]	[1, 4, 2, 3]	[4, 3, 2, 1]	3
59	b1	biology	[2, 3, 1, 4]	[2, 1, 3, 4]	[2, 3, 1, 4]	[1, 2, 3, 4]	[1, 4, 2, 3]	[4, 1, 2, 3]	4
59	b3	biology	[2, 4, 1, 3]	[2, 4, 1, 3]	[1, 3, 2, 4]	[4, 1, 3, 2]	[1, 2, 3, 4]	[4, 3, 2, 1]	5
59	p5	physics	[4, 1, 3, 2]	[2, 3, 4, 1]	[3, 1, 2, 4]	[2, 1, 3, 4]	[4, 3, 1, 2]	[3, 1, 2, 4]	6
59	p0	physics	[3, 2, 4, 1]	[2, 4, 3, 1]	[1, 4, 2, 3]	[4, 2, 3, 1]	[1, 2, 4, 3]	[4, 2, 3, 1]	7
59	b5	biology	[3, 4, 1, 2]	[3, 1, 2, 4]	[2, 1, 3, 4]	[1, 4, 2, 3]	[2, 4, 1, 3]	[3, 1, 2, 4]	8
59	p4	physics	[3, 1, 4, 2]	[2, 4, 1, 3]	[2, 3, 1, 4]	[3, 1, 2, 4]	[1, 2, 3, 4]	[2, 1, 4, 3]	9
59	p1	physics	[1, 4, 2, 3]	[1, 3, 4, 2]	[3, 2, 1, 4]	[1, 3, 4, 2]	[2, 4, 3, 1]	[4, 3, 2, 1]	10
59	b4	biology	[4, 3, 1, 2]	[1, 2, 3, 4]	[4, 2, 3, 1]	[1, 2, 3, 4]	[4, 3, 2, 1]	[2, 1, 3, 4]	11
59	p2	physics	[4, 1, 2, 3]	[3, 2, 4, 1]	[2, 3, 1, 4]	[3, 1, 4, 2]	[1, 2, 4, 3]	[4, 2, 1, 3]	12
60	b5	biology	[2, 1, 4, 3]	[4, 3, 2, 1]	[1, 3, 2, 4]	[3, 4, 2, 1]	[3, 2, 4, 1]	[4, 2, 1, 3]	1
60	p1	physics	[2, 4, 3, 1]	[2, 3, 4, 1]	[1, 3, 4, 2]	[3, 1, 2, 4]	[4, 1, 3, 2]	[3, 4, 2, 1]	2
60	b0	biology	[3, 2, 4, 1]	[2, 3, 1, 4]	[1, 3, 2, 4]	[3, 1, 2, 4]	[1, 4, 2, 3]	[2, 1, 4, 3]	3
60	p0	physics	[4, 3, 2, 1]	[3, 1, 2, 4]	[1, 2, 4, 3]	[4, 1, 2, 3]	[1, 3, 4, 2]	[2, 4, 1, 3]	4
60	p5	physics	[1, 2, 4, 3]	[1, 2, 3, 4]	[3, 1, 2, 4]	[4, 3, 1, 2]	[2, 1, 4, 3]	[4, 3, 1, 2]	5
60	p3	physics	[2, 1, 4, 3]	[4, 3, 1, 2]	[1, 2, 4, 3]	[1, 3, 2, 4]	[2, 3, 1, 4]	[1, 4, 2, 3]	6
60	b3	biology	[1, 2, 4, 3]	[4, 3, 2, 1]	[2, 1, 4, 3]	[3, 1, 4, 2]	[1, 4, 3, 2]	[3, 1, 2, 4]	7
60	b2	biology	[2, 3, 4, 1]	[1, 4, 3, 2]	[3, 2, 4, 1]	[1, 3, 4, 2]	[3, 1, 2, 4]	[2, 4, 3, 1]	8
60	p2	physics	[3, 2, 4, 1]	[1, 4, 3, 2]	[3, 2, 4, 1]	[2, 1, 3, 4]	[4, 3, 2, 1]	[1, 2, 3, 4]	9
60	b4	biology	[2, 3, 4, 1]	[4, 1, 2, 3]	[3, 1, 2, 4]	[1, 4, 2, 3]	[3, 2, 1, 4]	[2, 4, 1, 3]	10
60	p4	physics	[3, 4, 1, 2]	[4, 2, 3, 1]	[1, 2, 3, 4]	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 2, 3, 4]	11
60	b1	biology	[2, 1, 3, 4]	[2, 1, 4, 3]	[4, 3, 2, 1]	[1, 2, 3, 4]	[3, 1, 4, 2]	[4, 1, 2, 3]	12
61	p4	physics	[1, 3, 4, 2]	[4, 1, 3, 2]	[3, 1, 2, 4]	[1, 4, 3, 2]	[4, 1, 2, 3]	[1, 4, 3, 2]	1
61	b3	biology	[2, 3, 4, 1]	[3, 4, 2, 1]	[4, 1, 2, 3]	[4, 2, 1, 3]	[4, 3, 2, 1]	[3, 4, 1, 2]	2
61	b5	biology	[2, 4, 3, 1]	[1, 2, 3, 4]	[2, 4, 1, 3]	[4, 1, 2, 3]	[3, 1, 4, 2]	[3, 2, 4, 1]	3
61	b0	biology	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 2, 4, 3]	[4, 2, 3, 1]	[3, 4, 2, 1]	[3, 2, 4, 1]	4
61	b4	biology	[4, 3, 1, 2]	[1, 3, 4, 2]	[4, 2, 1, 3]	[3, 2, 4, 1]	[2, 1, 4, 3]	[3, 1, 2, 4]	5
61	p3	physics	[4, 2, 1, 3]	[3, 1, 4, 2]	[3, 2, 4, 1]	[3, 4, 2, 1]	[4, 1, 2, 3]	[3, 1, 4, 2]	6
61	p0	physics	[2, 3, 4, 1]	[3, 2, 4, 1]	[4, 3, 2, 1]	[2, 1, 3, 4]	[1, 3, 2, 4]	[3, 4, 1, 2]	7
61	p1	physics	[2, 1, 4, 3]	[2, 1, 3, 4]	[2, 3, 1, 4]	[2, 4, 3, 1]	[1, 2, 3, 4]	[2, 1, 3, 4]	8
61	p2	physics	[4, 2, 3, 1]	[2, 1, 4, 3]	[2, 3, 4, 1]	[4, 2, 1, 3]	[3, 1, 4, 2]	[4, 3, 2, 1]	9
61	p5	physics	[2, 4, 1, 3]	[3, 2, 4, 1]	[1, 4, 3, 2]	[2, 4, 1, 3]	[2, 1, 4, 3]	[2, 3, 4, 1]	10
61	b2	biology	[4, 3, 2, 1]	[4, 1, 3, 2]	[2, 1, 3, 4]	[4, 3, 1, 2]	[3, 4, 1, 2]	[1, 4, 2, 3]	11
61	b1	biology	[1, 3, 4, 2]	[3, 1, 4, 2]	[1, 2, 3, 4]	[2, 4, 1, 3]	[1, 4, 3, 2]	[2, 4, 3, 1]	12
62	p5	physics	[4, 3, 1, 2]	[1, 2, 4, 3]	[4, 2, 1, 3]	[2, 3, 4, 1]	[1, 2, 4, 3]	[3, 2, 4, 1]	1
62	p2	physics	[3, 1, 4, 2]	[3, 4, 1, 2]	[2, 1, 4, 3]	[3, 4, 1, 2]	[3, 2, 4, 1]	[3, 4, 1, 2]	2
62	p3	physics	[2, 1, 4, 3]	[3, 4, 2, 1]	[3, 2, 4, 1]	[4, 2, 3, 1]	[1, 2, 3, 4]	[2, 1, 4, 3]	3
62	b0	biology	[3, 1, 4, 2]	[4, 3, 1, 2]	[4, 2, 1, 3]	[1, 3, 4, 2]	[3, 1, 2, 4]	[2, 1, 4, 3]	4
62	b4	biology	[3, 2, 4, 1]	[2, 4, 3, 1]	[1, 2, 4, 3]	[4, 3, 2, 1]	[1, 2, 4, 3]	[2, 3, 4, 1]	5
62	b5	biology	[2, 1, 4, 3]	[2, 3, 4, 1]	[2, 4, 1, 3]	[3, 2, 4, 1]	[4, 1, 2, 3]	[1, 3, 4, 2]	6
62	p0	physics	[3, 4, 1, 2]	[1, 4, 3, 2]	[1, 2, 4, 3]	[1, 2, 4, 3]	[1, 4, 2, 3]	[1, 3, 2, 4]	7
62	b2	biology	[1, 3, 4, 2]	[3, 4, 2, 1]	[4, 1, 3, 2]	[1, 2, 4, 3]	[4, 3, 1, 2]	[3, 4, 1, 2]	8
62	b1	biology	[4, 1, 2, 3]	[1, 2, 3, 4]	[4, 3, 2, 1]	[1, 4, 2, 3]	[3, 4, 1, 2]	[4, 1, 3, 2]	9
62	b3	biology	[1, 3, 4, 2]	[3, 2, 4, 1]	[4, 2, 1, 3]	[4, 1, 3, 2]	[1, 4, 3, 2]	[4, 1, 3, 2]	10
62	p4	physics	[4, 2, 3, 1]	[2, 1, 3, 4]	[4, 1, 2, 3]	[1, 2, 4, 3]	[4, 1, 3, 2]	[4, 1, 3, 2]	11
62	p1	physics	[1, 3, 2, 4]	[2, 4, 1, 3]	[3, 2, 1, 4]	[2, 3, 1, 4]	[1, 4, 2, 3]	[3, 2, 1, 4]	12
63	b2	biology	[2, 3, 4, 1]	[2, 1, 4, 3]	[1, 2, 3, 4]	[1, 4, 3, 2]	[1, 4, 3, 2]	[1, 3, 2, 4]	1
63	b4	biology	[3, 2, 1, 4]	[2, 3, 1, 4]	[1, 4, 2, 3]	[2, 4, 1, 3]	[2, 4, 1, 3]	[4, 2, 3, 1]	2
63	p4	physics	[4, 3, 2, 1]	[1, 3, 2, 4]	[3, 1, 4, 2]	[4, 3, 1, 2]	[1, 2, 3, 4]	[1, 4, 2, 3]	3
63	b3	biology	[3, 1, 2, 4]	[1, 2, 3, 4]	[3, 1, 4, 2]	[3, 2, 1, 4]	[4, 2, 1, 3]	[2, 3, 1, 4]	4
63	p1	physics	[4, 2, 3, 1]	[1, 3, 4, 2]	[1, 2, 3, 4]	[1, 2, 4, 3]	[1, 2, 3, 4]	[3, 4, 1, 2]	5
63	b5	biology	[3, 1, 2, 4]	[2, 4, 1, 3]	[3, 1, 4, 2]	[3, 4, 1, 2]	[3, 1, 2, 4]	[4, 2, 3, 1]	6
63	p2	physics	[3, 2, 1, 4]	[1, 3, 2, 4]	[1, 3, 4, 2]	[4, 3, 2, 1]	[4, 2, 3, 1]	[1, 2, 4, 3]	7
63	b0	biology	[3, 2, 4, 1]	[3, 2, 4, 1]	[4, 2, 1, 3]	[1, 3, 2, 4]	[4, 1, 2, 3]	[4, 1, 3, 2]	8
63	b1	biology	[3, 2, 1, 4]	[2, 4, 3, 1]	[4, 3, 1, 2]	[4, 3, 2, 1]	[1, 2, 4, 3]	[2, 4, 3, 1]	9
63	p3	physics	[1, 4, 3, 2]	[3, 2, 4, 1]	[2, 4, 1, 3]	[1, 3, 4, 2]	[3, 4, 2, 1]	[4, 3, 2, 1]	10
63	p0	physics	[1, 4, 2, 3]	[2, 1, 3, 4]	[1, 3, 2, 4]	[1, 4, 2, 3]	[2, 1, 3, 4]	[3, 1, 2, 4]	11
63	p5	physics	[3, 1, 2, 4]	[2, 1, 4, 3]	[2, 3, 1, 4]	[3, 1, 4, 2]	[3, 4, 1, 2]	[2, 4, 3, 1]	12
64	b4	biology	[1, 3, 4, 2]	[4, 2, 3, 1]	[4, 1, 2, 3]	[3, 4, 1, 2]	[4, 3, 2, 1]	[2, 1, 3, 4]	1
64	b0	biology	[2, 4, 1, 3]	[3, 1, 2, 4]	[4, 1, 3, 2]	[3, 2, 1, 4]	[4, 1, 3, 2]	[2, 1, 4, 3]	2
64	p4	physics	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 2, 4, 3]	[2, 1, 3, 4]	[1, 3, 2, 4]	[4, 3, 2, 1]	3
64	b3	biology	[1, 2, 4, 3]	[3, 2, 1, 4]	[1, 3, 4, 2]	[4, 2, 3, 1]	[4, 2, 3, 1]	[3, 1, 2, 4]	4
64	p0	physics	[1, 4, 2, 3]	[1, 3, 4, 2]	[2, 3, 1, 4]	[2, 1, 4, 3]	[3, 1, 2, 4]	[3, 4, 1, 2]	5
64	p1	physics	[2, 3, 4, 1]	[1, 3, 4, 2]	[2, 1, 3, 4]	[2, 1, 4, 3]	[1, 2, 4, 3]	[1, 2, 3, 4]	6
64	b2	biology	[1, 4, 3, 2]	[2, 4, 1, 3]	[2, 4, 1, 3]	[2, 3, 1, 4]	[4, 3, 1, 2]	[2, 4, 3, 1]	7
64	p2	physics	[2, 1, 4, 3]	[3, 1, 2, 4]	[3, 2, 1, 4]	[3, 1, 2, 4]	[2, 4, 3, 1]	[1, 2, 3, 4]	8
64	p3	physics	[3, 1, 2, 4]	[4, 3, 1, 2]	[1, 4, 3, 2]	[3, 4, 1, 2]	[4, 1, 3, 2]	[4, 3, 2, 1]	9
64	p5	physics	[1, 4, 3, 2]	[3, 1, 2, 4]	[4, 1, 3, 2]	[4, 3, 1, 2]	[3, 2, 4, 1]	[1, 3, 2, 4]	10
64	b5	biology	[4, 2, 1, 3]	[4, 3, 1, 2]	[4, 2, 3, 1]	[4, 1, 2, 3]	[2, 1, 3, 4]	[4, 2, 1, 3]	11
64	b1	biology	[1, 3, 2, 4]	[1, 3, 2, 4]	[1, 3, 2, 4]	[4, 2, 1, 3]	[4, 1, 3, 2]	[1, 3, 2, 4]	12
65	b4	biology	[2, 3, 4, 1]	[1, 4, 2, 3]	[4, 3, 1, 2]	[4, 1, 3, 2]	[1, 4, 3, 2]	[2, 1, 3, 4]	1
65	b3	biology	[3, 1, 2, 4]	[1, 2, 3, 4]	[3, 2, 1, 4]	[3, 2, 1, 4]	[2, 4, 1, 3]	[4, 3, 2, 1]	2
65	p3	physics	[1, 3, 2, 4]	[2, 1, 3, 4]	[1, 3, 2, 4]	[1, 2, 3, 4]	[4, 3, 1, 2]	[4, 1, 2, 3]	3
65	p5	physics	[1, 2, 3, 4]	[2, 3, 4, 1]	[2, 1, 4, 3]	[1, 4, 3, 2]	[3, 1, 2, 4]	[1, 3, 2, 4]	4
65	b0	biology	[4, 2, 1, 3]	[4, 2, 1, 3]	[2, 1, 3, 4]	[1, 2, 3, 4]	[4, 1, 3, 2]	[2, 1, 3, 4]	5
65	b2	biology	[3, 1, 2, 4]	[2, 1, 3, 4]	[4, 3, 1, 2]	[1, 2, 4, 3]	[3, 2, 1, 4]	[3, 1, 2, 4]	6
65	p2	physics	[3, 1, 2, 4]	[4, 2, 1, 3]	[4, 1, 2, 3]	[2, 1, 3, 4]	[3, 2, 4, 1]	[1, 4, 2, 3]	7
65	p1	physics	[1, 3, 2, 4]	[4, 1, 2, 3]	[4, 1, 3, 2]	[4, 1, 2, 3]	[1, 3, 4, 2]	[2, 1, 4, 3]	8
65	b1	biology	[3, 4, 2, 1]	[3, 4, 1, 2]	[3, 4, 1, 2]	[1, 4, 2, 3]	[3, 4, 2, 1]	[3, 2, 4, 1]	9
